"","SPY","VGT","VHT","VCR","VOX","VFH","VIS","VDC","VPU","VAW","VDE","VNQ"
"2007-01-26",-0.000914200337984137,0.00208458066330232,-0.00513681872026931,-0.00258711893658035,0.00198682891822058,-0.023672102827683,-0.00273389476125639,0.00123444490998055,0.00262806879279614,0.00163831473511133,0.00243439446556458,0.00328109387800121
"2007-01-29",-0.00056307674493474,0,0.000514868780558511,0.00210261413006102,0.00013227289508452,-0.00275001000641604,0.00243067221417602,0.00123325214909034,0.00026248775620109,-0.00177471387643726,-0.00401904680974067,0.00327079246807473
"2007-01-30",0.00519594880833249,0.00528601913369303,0.0046219499397108,0.00193717474813657,0.0107896729066045,0.00473106483033763,0.00181910605252172,0.000615858794309255,0.00301305497822313,0.00436252343080718,0.0206538848963786,0.00494600049893521
"2007-01-31",0.00670023841834268,0.00432136196191615,0.00477094221077168,0.0113847347957601,0.00509106148805385,0.00728321644604805,0.0126408243232949,0.00430110129180024,0.00391678085518509,0.0117658308487778,0.00512743801664768,0.00791085169767205
"2007-02-01",0.00596497152885805,0.00018730145205049,0.00829455245925294,0.00397815437815858,-0.00169421145355635,0.00437425728800715,0.0124837544405395,0.00702603982091137,0.00920798905253484,0.0083008738385641,0.0102938386017948,0.0039317589364919
"2007-02-02",0.001382210384146,0.00112424781075892,-0.00151828781546209,0.00237910118448254,0.00286546815510573,0.00420551338615225,0.00265499163582538,-0.00137078208289436,0.00450847646814001,-0.00120074828762682,0.00282129401489817,0.00178236376162516
"2007-02-05",0.000276568379799769,0.000374076978508093,-0.00016879211924026,-0.000316715128862643,-0.00338737829686001,-0.00270097782070999,-0.00117943260767499,-0.00305269911484392,0.008191218925744,-0.00495142748575238,-0.00388121934256395,0
"2007-02-06",0.000275779424962119,-0.00168562624131745,-0.00304402332006944,0.000950263500778888,-0.000130402067528715,0.00688869435288462,0.00147396187390355,-0.000153169614101426,0.00749265295183384,0.00615217577337924,-0.00117917534026997,0.014613137113317
"2007-02-07",0.00220641924554048,0.00840104885607715,0.00219942530116883,0.00505387517157937,0.0032575777926598,0.00550736150157868,-0.00103141846859286,-0.00122410816578062,0.0022749038210536,0.000932974004216966,-0.00579793138312501,0.0207237279566964
"2007-02-08",-0.0013096255874201,-0.000557962995220263,0.00135103558749955,-0.00157670546564091,0.000260202571728966,-0.006403198471946,-0.00443210124369159,-0.00306644834214481,0.0040314496945227,-0.000932974004217016,0.0119144594730222,-0.00770692572123285
"2007-02-09",-0.00747463175995755,-0.010283175783787,-0.00558522263203876,-0.00967105271050419,-0.0108535246397638,-0.0090038434815608,-0.00668512719999501,-0.00261383551559406,-0.000125829408989764,-0.00280406821861158,-0.00647037695283864,-0.011614517461078
"2007-02-12",-0.0034104225331824,-0.0045207888601137,-0.00220868367646358,-0.00591196210942102,-0.00738989784316979,-0.00347281823355976,0.00134086134217564,0.00046176569324216,-0.0011324125918443,0.000668281941779837,-0.0129477832205456,-0.0182730984294687
"2007-02-13",0.00839966357083845,0.00226277714807037,0.00288749597692102,0.00845773504101817,0.0113264391281756,0.00948416649053413,0.0065281862097446,0.00537176632565502,0.00839829938336892,0.0212847236946982,0.0136554878002223,0.0192073866367056
"2007-02-14",0.00654556740112626,0.0149564289461025,0.00423075380429447,0.00586231681567096,0.00665678078302903,0.00701803936817127,0.0142426951724712,0.00320929809847335,0.00274276860712461,0.00456771921309612,0.00329660730480996,-0.00714494665579778
"2007-02-15",0.00130418458568671,0.00351964932654225,0.00404560498687176,0.00315469627087432,0.0022088529706446,0.000297365422034826,0.00145691794881591,0.0051739579489493,-0.00374159097112471,0.00610075231232927,-0.0107541830114968,0.00737850219548426
"2007-02-16",-0.000480184184801537,-0.00148045022986948,-0.00168363832541936,0.000629474220128827,0.00168585675361642,0.000743506806125749,-0.00116526503162457,0.00197146556138511,-0.00075013665326815,0.00232711054087894,-0.000237860951268132,-0.00257012852130868
"2007-02-20",0.00212472788807376,0.00425003779918207,0.00101048550280627,0.00752606345978483,0.00168359975132259,0.00474506448508081,0.00479842878109633,0.00468532860622717,0.00474086487752848,0.00643491023379908,-0.00763531115611222,0.00769110850101289
"2007-02-21",-0.000410935254061726,-0.00240014419073658,-0.00269679563697159,-0.000937830682899611,0.00155094906539555,-0.00325987035054934,0.00101480475606315,-0.00332276097914263,-0.00311653234626087,0.0110994092006176,0.00953517242333702,-0.0032559536329965
"2007-02-22",-0.000753728257808995,0.00589787047234114,-0.00304264787687681,-0.00344571615306592,0.00167781288467715,-0.00222870094065718,-0.00362925141184909,-0.00363743122279798,0.000873760187256767,-0.00470564242315168,0.0123786466291566,-0.00537136735343851
"2007-02-23",-0.00391507384697432,-0.00220743529903366,-0.00271242360537013,-0.00156992940393268,-0.00271172990083483,-0.01016628837619,-0.00145528618291077,-0.00288905134213309,0.00980568677595638,0.00191014201701585,0.0017557180665737,-0.0176014902310544
"2007-02-26",-0.000894787430326734,-0.00387497100961144,0.00203502290562952,-0.00772923774864037,0.00477266281807985,-0.00739011955324007,-0.0049644667428654,0.00152184000744377,0.0202970270379756,0.00684686238742601,0.00803781914208762,-0.00501798480839502
"2007-02-27",-0.0398412413206353,-0.0386367404418019,-0.028350047838373,-0.0346389470678,-0.0378985909487473,-0.0313675566714963,-0.033487558304224,-0.0310380712719288,-0.0284825943351047,-0.0448363680912917,-0.0389189091992455,-0.0315133261354881
"2007-02-28",0.0101985925553749,0.00230343077094984,0.00452102916618755,0.00441627731411189,0.0122210623204106,0.00327448659666161,0.00678775394986926,0.00843376244876511,0.000124234266873406,0.00802892670623466,0.000120843037631872,0.00738944660184832
"2007-03-01",-0.00298469457171956,-0.00461191581741203,-0.00556710940805532,-0.00490830799289826,-0.00290890620219283,-0.0028061561368129,-0.00467112829723124,-0.000466716709893638,0.00410103769937799,-0.00763280979933505,-0.000603736463737274,-0.0101125300070195
"2007-03-02",-0.0131813797071138,-0.0141597005712644,-0.00964161579618335,-0.00972400571699612,-0.013329962979828,-0.00988480611104883,-0.0107813084926878,-0.0112659970621368,-0.0156221362129676,-0.0166504117687334,-0.0175311579934841,-0.0159924742176507
"2007-03-05",-0.00956470909932263,-0.00705780098188973,-0.00707096131268235,-0.00981955160560528,-0.0189654571197147,-0.0202284253803021,-0.00951083359059823,-0.00789906505533469,-0.0138252375011954,-0.0143399796056688,-0.0123584003097784,-0.0396940850454229
"2007-03-06",0.0169646312722675,0.0169711233096197,0.0123414976662209,0.0116396522003418,0.0158744631851365,0.0233770915094568,0.0113409308536607,0.0127654983965502,0.0143284786133119,0.020900301713541,0.019822187385507,0.0360353149818444
"2007-03-07",-0.00100248802228169,-0.00426430954567162,-0.00210481253779707,0.000330676547624515,-0.00797393085440599,-0.00694016418290954,0.000305005329655657,-0.00360834239995117,0.000629553234326696,-0.00280619284942428,0.0147629374738042,-0.0141307376173142
"2007-03-08",0.00841957643917923,0.00387738153428087,0.00333078705723352,0.00953944763074767,0.0124058524358764,0.00788281459603611,0.00592406095682934,0.00735921132296669,0.000754759337654501,0.0127641973290719,0.00419545284115786,0.0158991236583122
"2007-03-09",0.00028426994833573,0.00251265745484707,0.0047139449523617,0.000327508029973935,0.00307771354099281,0.00391814109508466,0.00166432525133568,0.00280420257383496,0.00351355875272144,0.00474509418960073,-0.00119657303301087,0.0131614843718723
"2007-03-12",0.00149045103373173,0.00654083645933398,-0.00191796451609033,-0.000327508029974029,0.00625978684120755,-0.000782482763699163,0.00678059513686332,0.00202039900424091,0.0088558518811023,0.00733611244437108,-0.00420062119859641,0.00496937865906759
"2007-03-13",-0.0196255114162634,-0.0179944335265933,-0.0133521585739799,-0.0176704448392972,-0.0135003398667867,-0.0303556956481538,-0.0194089469575222,-0.0147014224270413,-0.0131241699714783,-0.0251133554645287,-0.0127081875920595,-0.02382575479465
"2007-03-14",0.0074226211594648,0.0102946765077873,0.000707134842834393,-0.00250213453825261,0.00147920313395237,0.00595296772199319,0.00412534489199599,0.00204588766968179,0.00639619853892057,0.00680345724541038,0.0134294696138381,0.00481067702392334
"2007-03-15",0.00136349391985427,0.000772483797450925,0.00440915702224293,0.0051643752166283,0.00268363635063374,0.00941950986785899,0.00623241248010496,0.00673818758459962,0.0125473898259063,0.0153035017377907,-0.00216550980002588,0.00892714227953495
"2007-03-16",-0.0028043732897758,-0.00115919226280127,-0.00405587572247712,-0.00416256933271621,-0.00134092764689244,-0.00701635189926541,-0.00273148252010106,-0.00109369594620111,-0.00631633480499512,-0.0101321027703752,-0.00834493893404319,-0.0112028775698302
"2007-03-19",0.0119832101782027,0.00674318472502688,0.0103703527291186,0.0106224616793868,0.0104127817423519,0.00971433885300405,0.0110316192948341,0.00499064411472017,0.0121021640691625,0.0180869667107938,0.0180530323274909,0.00995023632560974
"2007-03-20",0.00547705379518304,0.00421537232419904,0.00627502701328918,0.0100204677525251,0.00595821467594415,0.00805006231300374,0.00434860790977915,0.0105232407824734,0.0111074250624165,0.00388908160259772,0.005471928006733,0.0040024284386896
"2007-03-21",0.016323543707843,0.0198773635360454,0.0107155554929755,0.0141201452253925,0.0148072997504127,0.0228461206308058,0.0136726963798051,0.0104134590270039,0.0143423167117778,0.01336604596591,0.0177534695254874,0.0120357354737405
"2007-03-22",-0.000768196914560218,-0.00356783187971281,0.00206073525401233,0.000161233920439235,0.00428336602778163,-0.00570136690913743,-0.000885899147818306,0.00304243096487783,-0.00143697933669377,-0.00191668140725058,0.0174440304095692,0.000986438519171611
"2007-03-23",0.00146588516240194,-0.00207119695520494,-0.0029204358613967,0.0011274455945816,-0.00324328482853948,0.00216121418154113,0.00721276440734239,0.000606996351790388,0.00418532026366545,0.00242713526271169,0.00639294240499416,0.000615990076896517
"2007-03-26",-0.00132599615365697,0.00357528031998789,0.00240580451083911,-0.00241721113514252,-0.00260206446434236,-0.00383048297778542,-0.00558907210242072,-0.000910989934791215,0.003390536168093,0.00661331313247326,0.00657828143755433,-0.0161435453601867
"2007-03-27",-0.00237704897681348,-0.00583987313785967,-0.00688947519083475,-0.00696201657930664,-0.00169509516128372,-0.00764240969628164,-0.0062144015792276,-0.00579000057523588,0.000837212659366652,-0.00878469083898103,0.000677494213269775,-0.0105015336514484
"2007-03-28",-0.00730644983281077,-0.00853804610592303,-0.00537218420559552,-0.0094679720203506,-0.0110224024029534,-0.01086231663134,-0.0102927727483282,-0.00107018332807348,-0.000716928857043301,-0.00899200428453085,-0.00214833718136228,-0.00663630490867812
"2007-03-29",0.00105712392564953,-0.00209832325479173,0.0012154321916124,0.0018026413818817,0.00709989100803442,0.00473735126732669,0.00314387212146992,0.00229180884492072,0.00226916013743069,0.00270628393675259,0.00879165051601791,0.00166338161539607
"2007-03-30",0.000211031197134247,0.000191184311998633,0.00329194953779751,0.000327266369012315,0.00457479518948284,-0.000630325768185924,-0.0014959286156653,0.0019824604897607,-0.005623770942693,0.00064317870910184,-0.010717783662587,0.0142148002265679
"2007-04-02",0.00112601319496963,0.0030498613607826,0.00345389707244931,0.00408339626715476,0.00481364271674112,-0.00315749409026534,0.000448741284842732,0.00516548330340659,0.0186650254154503,0.0048748372588939,0.010156551909739,0.00628138339399353
"2007-04-03",0.0107051967172313,0.0119192852079751,0.0113132034952781,0.0111840338157785,0.00453201185032442,0.0110078958014907,0.00878992907229262,0.00574185980400699,0.000942377645985822,0.0115786963585395,0.00213098194336974,0.00872874536117274
"2007-04-04",0.0011131297202193,0.00469096392445933,0.00476105867791954,-0.000806010865705234,-0.00116334790443178,-0.00266210056577612,-0.00118745328997946,0.00270859376123974,-0.00200265218362097,0.000505822258811896,0.00547512903963151,-0.00497832262785246
"2007-04-05",0.00270715861797416,0.00522787481583776,0.0076044915430793,0.00546959153072725,0.00593237596198673,0.00219315906642847,0.000445631417923362,0.0027008714001548,0.00164963380460253,-0.00012687184687127,0.0042257221663539,-0.000998715039492335
"2007-04-09",0.00138598695144139,-0.000931366025087419,-0.000505158402020981,0.00112248742879875,-0.00193054659388733,-0.00109618197365485,0.00237193669091753,0.00134785436664871,0.00878984986434731,0.0101907780645816,-0.000777021043140745,0.00187142326946286
"2007-04-10",0.00117584630428263,0.000745285488405859,0.000673585353623316,0.00160123625523563,0.00257334635906808,0.00203438008977198,0.00251423991963475,0.000448675341889322,0.00326121251954837,-0.00401354891371717,0.0153181511566762,0.00410561439788213
"2007-04-11",-0.00408769513316243,-0.00916828370544453,-0.00134747826889334,-0.00545480891963062,-0.00890618346002532,-0.00705946849712493,-0.00800815660011569,-0.00494859197786571,-0.00396208760682167,-0.00668279978194943,-0.00581320529233695,-0.0150101287551664
"2007-04-12",0.00443383133292965,0.00935436424212622,0.00839220192703709,0.0052948641287215,0.00723406620950635,0.000157549475105682,0.0105161468308874,0.00405063456420136,-0.00304053814971118,0.00856632769274453,0.0145236721251018,-0.00682828380050627
"2007-04-13",0.00455252998466682,0.00260359681542184,0.0122925343048632,0.00111953802289187,0.00487954352484199,0.00486753893224715,0.00103096284682347,0.00164560785784669,-0.000820150896889917,0.00363106528869383,0.00162519412750765,0.0112292844273633
"2007-04-16",0.00945059320874318,0.00795497327430496,0.00887571608601848,0.00891146725485193,0.00816444025651398,0.0192371773607287,0.00820870163257122,0.00477210218502051,0.00642683475555513,0.0110622164343502,0.00615027995952513,0.0012540355747184
"2007-04-17",0.00265525356303356,0.00220865457077288,0.00277796568281179,0.00300565338412384,-0.00445669139056868,0.00230235707078298,0.000291888433986634,0.00430479822687681,0.00626933266194936,-0.00421178891603908,-0.0048523927417856,0.0129486087028393
"2007-04-18",0.00122281038418912,-0.000183803635114152,-0.00277796568281174,-0.000948296173956765,-0.00102141540733499,0.00748350035426745,0.00494979124722836,-0.000592251779602618,0.00242783685282048,-0.00685042751831099,-0.00737764122287513,-0.00620438006792166
"2007-04-19",-0.000271429080299937,-0.00313118917125937,0.00391968154342262,-0.00300814694509831,-0.00166222745655556,-0.00167483562063213,-0.00218088064245027,0.00118472251947985,-0.00532543894124852,-0.00212700375818243,-0.0112799313331257,-0.00674422863491766
"2007-04-20",0.00939657810993235,0.00716831880467662,0.00585069370189337,0.00663821327842718,0.0101847947112378,0.00592670955199061,0.00739515528959485,0.00899026045787355,0.00832302911724976,0.0117047015411914,0.0169264038842201,0.00749106698308588
"2007-04-23",-0.0037751952217974,-0.00238339950671079,-0.000161766728807369,-0.00173465705323858,-0.00622596785058965,-0.00227577717474103,0.00158825131568943,-0.00235059110367358,0.00608174316764222,-0.000123664381532593,0.000974350730390348,0.0111317031255928
"2007-04-24",0.0004051498687902,0.00768102179511403,-0.00113545704939438,-0.00284452944932881,-0.00025479236621424,-0.00395585578466398,-0.00245540203903599,0.00117566181315076,0.00684176087008824,-0.00421845133150263,-0.00303360465953263,-0.00678814717569258
"2007-04-25",0.00913974710432052,0.00798405289537882,0.003563449481022,0.00976408312563277,0.00165608698340376,0.0106159574226686,0.0094980206519939,0.00410439296403817,0.00713374696217344,0.0145648232742646,0.019236526032123,-0.000619616965394227
"2007-04-26",0.00113662493559277,0.00288765319596578,0.00193800210340702,0.00234783821594614,-0.000891406839072562,-0.000603908399634229,0.000715710066693604,-0.00395741989792215,-0.006565644172562,0.000857246973564422,0.00255096918105627,0.00061961696539433
"2007-04-27",-0.000802308602785759,0.0014404181340338,-0.00404216543599759,-0.0072177069970141,-0.00510894748199907,-0.00166190158283626,0.0106772636533865,-0.002499995173612,-0.00512376092633643,-0.0034339224579234,-0.000955778524717426,-0.00247953037939514
"2007-04-30",-0.00832715248438123,-0.0103102047622207,-0.00568691796319604,-0.0122002719474004,-0.00732489963588453,-0.00728350966114365,-0.00953278361932462,-0.00235825646534047,-0.0114811194626855,-0.0148517962931933,-0.0129418284751812,-0.0162708120848881
"2007-05-01",0.0025596633362199,0.0034487387766183,0.00260375730057991,0.0011151231844669,0.00128925564469458,-0.000152208897780624,0.00256961171710522,-0.00310405259451415,0.0126220370349394,-0.00838941273090434,0.00343880327176134,-0.00874485267255137
"2007-05-02",0.00583433186078668,0.00847989335417164,0.00793209841602642,0.0106124939880174,0.0163538374561467,0.0077386653859005,0.0104968609806523,0.00266125707046141,0.00545834267919552,0.0133647884236097,0.00918430362299653,0.00786080182338816
"2007-05-03",0.00540245962871034,0.00573287764057787,0.000966784493610222,-0.00252414322645316,0.00958504946010844,0.00557649393682393,0.0042237541224779,-0.000738821507606221,-0.00283902795051964,0.00864720948953626,0.00910048343811567,0.00264896965876268
"2007-05-04",0.00378395256252727,0.00303221302523106,0.00401923065548053,0.00157816294058875,0.00475858023606574,0.00150203254254801,0.00154476851366528,0.00206664131903253,0.0035191658996435,0.00490798149467288,-0.000737517649518549,-0.00872917614363191
"2007-05-07",0.000198384974615399,-0.000356257687257725,0.00400278403047622,0.000630651861689158,0.000124598022187223,0.00299706790292658,0.00308172480166536,0.00162046755607305,0.00688911857577122,0.00998658707965304,0.00126433460934687,0.0027916245142298
"2007-05-08",-0.0013257051829592,0.00586183074936902,-0.00288029063156635,-0.00189278921638915,0,-0.00239691066195638,-0.000419620127694306,-0.00383488816831645,-0.00530377882701558,0.000363607251509325,-0.000843090535065685,-0.00661092360863623
"2007-05-09",0.00271605539250661,0.00230009548343393,0.00144099360699572,0.0047257544110539,0.00746652256679222,0.00702518218870463,0.00752723058895337,0.00177207994165397,0.00383961643098611,0.00386870358869745,0.00136896752060436,0.010783556428439
"2007-05-10",-0.010507365891151,-0.0131629882152578,-0.0182482636547571,-0.0112208659886614,-0.0152406716772527,-0.0145526647871355,-0.0124366118223409,-0.0102309554843499,-0.0127043543803151,-0.0166700791413925,-0.0189086615728688,-0.0134660209555281
"2007-05-11",0.00852147709553964,0.0115713412097467,0.00471525806808628,0.00475662766624946,0.0112655395409534,0.00992439326038716,0.00784331323582567,0.00223304108148964,0.00739258001039148,0.0119529758864173,0.0215360063067188,0.013466020955528
"2007-05-14",-0.00219014950621563,-0.00514619209210355,0.00145875239169463,-0.00316861436400287,0.00161688122203832,-0.00645473211407484,-0.00447459048423574,-0.00133908191696488,0.00542427023946394,-0.00388733519860116,0.00262034270216071,-0.00569458078291795
"2007-05-15",0.000265816434101357,-0.00749994714192659,-0.00356982950939699,-0.00509085925648232,0.00198609690122464,-0.00195993870568973,0.000980690413185598,0.00252799573552098,0.00236432439432821,0.00497789124209487,-0.00157095610213379,-0.0153455722244961
"2007-05-16",0.00681678053990642,0.0098101189387636,0.00938359219216175,0.007309826933747,0.00864423470090159,0.00706704635233031,0.00544503063674618,0.0107836683293284,0.00347939989809498,0.00290242242388791,0.00522836203690925,-0.0124486250093202
"2007-05-17",-0.00198078131656261,-0.00213229072855949,-0.00354893832810684,0.000633147242498203,-0.00554834387426272,-0.00194971882716018,0.000556857809438345,-0.00191185951836166,-0.0044920577659341,0.0010862125184012,0.015728584090681,-0.0175059876058647
"2007-05-18",0.00868666206528882,0.00496831102382591,0.00435394238056383,0.00882154634397643,0.00702303172205206,0.00120041728463997,0.00305702959670155,0.00528579530787987,0.00505200479581168,0.00601349900959103,0.0154849226660485,-0.0101426059240433
"2007-05-21",-0.000524901438561456,0.00529544664455506,0.00273154319366009,0.00281915452908346,0.00855731251221963,0.00164828843789157,0.00346209707386955,-0.00337393578951815,0.00313047658089702,0.00215582377767345,0.00945788427715831,0.00401567287555777
"2007-05-22",-0.000786357816441607,0.0042165355670403,0.00176358452482408,0.00390245421407178,0.00109502088106239,0.0034372195533735,0.00248549577029066,0.000440900277144358,-0.00357852256887538,-0.00191619815953879,-0.00844753066898754,0.014720917720009
"2007-05-23",0.000131330346150218,-0.00845068348582266,0.00112045800474437,0.0026450347117539,0.00569867865626636,-0.00164268934736647,0.00124055693881894,-0.00117597079446305,-0.0125134949139959,0.000599041182049229,0.00302540115914589,-0.0076648212626072
"2007-05-24",-0.00909405891924583,-0.0181985953088355,-0.00384756039824975,-0.0112503725877914,-0.00923126111020034,-0.00991153645890063,-0.00843787241520489,-0.00309222666752855,-0.0266711380840345,-0.0154537955343757,-0.0175719716042958,-0.0168562288173736
"2007-05-25",0.00416147948307651,0.0112792433144629,0.00144453069650728,0.00235438556170502,0.00535463485953664,0.00150814844626926,0.00636966591626836,0.00514899711680101,-0.000582934195826214,0.011732779550608,0.0142438005220501,0.0056503471873504
"2007-05-29",0.00361950791229385,0.00514960479067691,0.00160269437618091,0.00140975684451138,0.00701552899912732,0.00615930138478014,0.00468178131149123,0.00453838994633012,0.00592762563089873,0.000600913733232996,-0.00729988243416669,0.0350632636349858
"2007-05-30",0.00811216985375847,0.00811457577559834,-0.00240495601654291,0.0070198365789222,0.0131703816247809,0.0079065553967895,0.00929877853896289,0.00335425506655819,0.0103761331007306,0.0128960168612006,0.0202474495319666,0.0264604184878327
"2007-05-31",-0.00104305917880761,0.00647892568900301,0.00208483333736004,0.00325915300406801,0.00273211065774768,-0.00148700676609227,0.00583558466666708,0.000145045728808301,0.003549317457083,0.00544269109346319,-0.00489826281579904,-0.00404494086745429
"2007-06-01",0.00494486988672739,0.00174436890895256,0.00319848772558523,0.00525410863454628,0.000474384173574541,0.00297162285447486,0.00189257278319636,0.00754084917792987,-0.00481160183275597,0.0102129834037696,0.00927672083356282,0.00139230787376101
"2007-06-04",0.00012965554337879,0.00347864496776042,-0.000958805897664699,0.00338499638108992,0.00213194830270163,0.000593302905999736,0.00323608100924701,0,-0.000229718468703591,-0.000233713352244887,0.0153692491769575,0.00403897358159649
"2007-06-05",-0.00396615238554569,-0.00260802741836555,-0.00512742094618577,-0.00585406765955373,-0.00593337225263969,-0.00744144183893498,-0.00607634498033152,-0.00623145378541503,-0.0145787051422019,-0.00105151846167276,-0.00440924116214967,-0.0159998408637949
"2007-06-06",-0.0108082829056258,-0.0092696856222742,-0.00871240441910084,-0.0105624534913217,-0.00632809133873405,-0.00779853130730726,-0.00843321846694733,-0.00656310560827383,-0.0146756002033562,-0.0156762013514061,-0.0123513428473873,-0.00680788320714551
"2007-06-07",-0.0182100418312244,-0.0161192132300171,-0.0151853030518604,-0.0160556479848243,-0.019960437080293,-0.0170060482322633,-0.0195866924475987,-0.0105914205846762,-0.0342889575721432,-0.0230724316067472,-0.0208970441101127,-0.0319521607538959
"2007-06-08",0.0129274472005792,0.0124222845037103,0.00541492780654443,0.0080599425150361,0.0126276251225471,0.00990443991770695,0.0143828168671559,0.00707342448989773,0.0108339156633233,0.016398018992268,0.00516474765208269,0.0119044637575673
"2007-06-11",0.00171973218419915,-0.00141201327447959,0.000490798692150875,-0.00126005502328613,0.000241336401488094,0.00181834330254568,0.00287901580357099,-0.000293757152084671,0.00880025666272863,-0.00623848454236308,0.00684414672306895,-0.0151035191915623
"2007-06-12",-0.0109654588408581,-0.00691201548562352,-0.00903672720128697,-0.00966023679161167,-0.0144588960508601,-0.0101924174854051,-0.0103215995447108,-0.00811139606329238,-0.0138982847295625,-0.0111325331244726,-0.0101828680509764,-0.0175066397106889
"2007-06-13",0.0148577147779482,0.0113176146633611,0.00903672720128699,0.00871418567449386,0.00901591793242888,0.0144211116358277,0.0164636721557638,0.00913916878421776,0.0180901399457213,0.019043805740405,0.0186735532578921,0.0219021739128366
"2007-06-14",0.00636591307156078,0.00979922389782489,0.00114422724657832,0.00707353142302827,0.00483924841398428,-0.00120640720919904,0.00786160029757428,0.000440004578965932,0.00488858530920401,0.00832209831125779,0.0189163348901492,-0.0108238133246475
"2007-06-15",0.00567346286545539,0.00780464305452561,0.00716284599855206,0.00609074324554743,0.00289281125518426,0.00601776015780838,0.00659360570091552,0.00307518555658758,0.0147572628456056,0.0113022870857598,0.0126083112759602,0.0109570480514882
"2007-06-18",-0.0011763112269078,0.00276066767189492,-0.00341232997558604,-0.000778518241320974,0.00108265691203075,-0.00165095030611097,-0.00282076654810301,-0.00380873171279223,-0.0101294140450826,0.000351157397850177,0.00394369267351924,-0.0155354503756261
"2007-06-19",0.0024822966512803,-0.000172164985137036,0.000488082444738214,0.00108994308192317,0.00371973709349008,0.002100934586422,0.00790406873916242,-0.00411827733769798,0.0018923284268033,0.00513610989848435,-0.00221004728373335,0.00188822125016551
